,settlementDate,settlementPeriod,systemSellPrice,systemBuyPrice,netImbalanceVolume
8626,2024-03-28,33,79.0,79.0,44.04975229344729
8627,2024-03-28,34,89.95,89.95,130.4137000462963
8628,2024-03-28,35,99.0,99.0,651.556574326923
8629,2024-03-28,36,99.5,99.5,764.2813211039886
8630,2024-03-28,37,101.2,101.2,1034.4229166666667
8631,2024-03-28,38,103.0,103.0,1195.2348681623932
8632,2024-03-28,39,103.0,103.0,1220.1819830840457
8633,2024-03-28,40,99.5,99.5,1036.7704563333334
8634,2024-03-28,41,99.5,99.5,830.4684922222223
8635,2024-03-28,42,99.0,99.0,425.4161989814815
8636,2024-03-28,43,99.5,99.5,510.11748641782407
8637,2024-03-28,44,99.5,99.5,415.34583333333336
8638,2024-03-28,45,99.0,99.0,174.92498567149082
8639,2024-03-28,46,102.75,102.75,400.3538114933862
8640,2024-03-28,47,100.59012610236545,100.59012610236545,794.7156666666667
8641,2024-03-28,48,94.00047709923665,94.00047709923665,586.4567569444445
8642,2024-03-29,1,95.0,95.0,331.56083279693485
8643,2024-03-29,2,99.00025667351129,99.00025667351129,540.4885025
8644,2024-03-29,3,75.17,75.17,594.2866666666666
8645,2024-03-29,4,60.0,60.0,532.0990476190476
8646,2024-03-29,5,60.0,60.0,855.197349047619
8647,2024-03-29,6,72.44,72.44,869.25
8648,2024-03-29,7,74.23,74.23,718.46
8649,2024-03-29,8,72.98,72.98,578.8
8650,2024-03-29,9,73.44,73.44,269.6583279166667
8651,2024-03-29,10,72.43,72.43,162.90556583333333
8652,2024-03-29,11,95.99987299168096,95.99987299168096,302.9571111111111
8653,2024-03-29,12,102.5,102.5,335.29432583333335
8654,2024-03-29,13,102.5,102.5,373.9093109259259
8655,2024-03-29,14,98.0,98.0,495.9504569113757
8656,2024-03-29,15,97.01043903529714,97.01043903529714,247.45833333333334
8657,2024-03-29,16,100.12,100.12,275.23220806489263
8658,2024-03-29,17,97.5,97.5,272.719343059446
8659,2024-03-29,18,101.9,101.9,609.4737169312169
8660,2024-03-29,19,101.9,101.9,649.0281666666667
8661,2024-03-29,20,99.85,99.85,467.6648333333333
8662,2024-03-29,21,76.0,76.0,325.25151515151515
8663,2024-03-29,22,76.0,76.0,87.56496925925926
8664,2024-03-29,23,31.28,31.28,-327.0713755165772
8665,2024-03-29,24,5.1,5.1,-374.9229505022096
8666,2024-03-29,25,76.0,76.0,216.68166666666667
8667,2024-03-29,26,104.52820088529685,104.52820088529685,867.3233316125541
8668,2024-03-29,27,103.9,103.9,853.2270502645503
8669,2024-03-29,28,88.5,88.5,263.19325036075037
8670,2024-03-29,29,88.5,88.5,88.83929464060245
8671,2024-03-29,30,39.5,39.5,-171.14445525200568
8672,2024-03-29,31,99.9,99.9,219.1737960427254
8673,2024-03-29,32,107.98,107.98,576.9485033730159
8674,2024-03-29,33,101.0,101.0,637.9001180899162
8675,2024-03-29,34,95.0,95.0,230.16657094494047
8676,2024-03-29,35,108.0,108.0,435.88761774534163
8677,2024-03-29,36,108.0,108.0,657.6825899529979
8678,2024-03-29,37,108.0,108.0,914.9600045304232
8679,2024-03-29,38,117.3,117.3,1285.884810064935
8680,2024-03-29,39,101.25003560137849,101.25003560137849,753.9006954960317
8681,2024-03-29,40,100.0,100.0,340.1416599845679
8682,2024-03-29,41,50.1,50.1,-36.54907077685842
8683,2024-03-29,42,47.0,47.0,-249.83885335249042
8684,2024-03-29,43,47.0,47.0,-38.444913131427704
8685,2024-03-29,44,96.0,96.0,106.4621127962963
8686,2024-03-29,45,97.0,97.0,420.0722222222222
8687,2024-03-29,46,72.88,72.88,182.89258933035714
8688,2024-03-29,47,97.5,97.5,477.6356199404762
8689,2024-03-29,48,97.5,97.5,693.4581018518519
8690,2024-03-30,1,85.0,85.0,737.3611758333333
8691,2024-03-30,2,78.56,78.56,607.2976136309524
8692,2024-03-30,3,79.24,79.24,540.0201008333333
8693,2024-03-30,4,77.74,77.74,308.84166666666664
8694,2024-03-30,5,76.33,76.33,280.8643480921856
8695,2024-03-30,6,74.36,74.36,476.54015151515154
8696,2024-03-30,7,72.72,72.72,417.10833333333335
8697,2024-03-30,8,72.37,72.37,275.4179487179487
8698,2024-03-30,9,71.6,71.6,462.3820512820513
8699,2024-03-30,10,74.09,74.09,422.5861904761905
8700,2024-03-30,11,96.0,96.0,155.26736111111111
8701,2024-03-30,12,103.0,103.0,219.15438789187664
8702,2024-03-30,13,107.0,107.0,408.21719276094274
8703,2024-03-30,14,105.0,105.0,377.3618055555556
8704,2024-03-30,15,96.0,96.0,365.86047742724867
8705,2024-03-30,16,53.870133333333335,53.870133333333335,-60.54807692307692
8706,2024-03-30,17,50.0,50.0,-19.214534172494172
8707,2024-03-30,18,89.5,89.5,68.21574824074074
8708,2024-03-30,19,84.9,84.9,116.52860946581197
8709,2024-03-30,20,94.5,94.5,280.23209325396823
8710,2024-03-30,21,86.15,86.15,78.64327091630592
8711,2024-03-30,22,58.0,58.0,-16.410195966810967
8712,2024-03-30,23,84.9,84.9,62.0134645782509
8713,2024-03-30,24,42.25,42.25,-194.34975440836942
8714,2024-03-30,25,84.9,84.9,149.7316822442324
8715,2024-03-30,26,76.16,76.16,49.7266910331384
8716,2024-03-30,27,42.3,42.3,-391.61523775057657
8717,2024-03-30,28,42.3,42.3,-367.6294736441645
8718,2024-03-30,29,58.12,58.12,-463.9041431878307
8719,2024-03-30,30,43.0,43.0,-738.6385509722222
8720,2024-03-30,31,43.0,43.0,-1008.8764223141438
8721,2024-03-30,32,43.0,43.0,-876.7854337892015
8722,2024-03-30,33,43.0,43.0,-338.78444272751324
8723,2024-03-30,34,43.0,43.0,-484.93016803391055
8724,2024-03-30,35,43.15,43.15,-309.57215198934836
8725,2024-03-30,36,109.0,109.0,246.866831374269
8726,2024-03-30,37,109.0,109.0,23.875
8727,2024-03-30,38,57.0,57.0,-33.080555833333335
8728,2024-03-30,39,50.0,50.0,-46.03611111111111
8729,2024-03-30,40,100.0,100.0,38.333
8730,2024-03-30,41,104.5,104.5,40.32179413082437
8731,2024-03-30,42,49.77203080234131,49.77203080234131,-55.08958333333333
8732,2024-03-30,43,98.0,98.0,262.95256609126983
8733,2024-03-30,44,68.1,68.1,115.00222222222222
8734,2024-03-30,45,68.49,68.49,41.10474987974988
8735,2024-03-30,46,67.53,67.53,74.58531746031746
8736,2024-03-30,47,49.5,49.5,-220.14386446886448
8737,2024-03-30,48,62.05,62.05,-73.60844606782106
8738,2024-03-31,1,59.9904,59.9904,-7.117835755050505
8739,2024-03-31,2,80.0,80.0,414.16161465354804
8740,2024-03-31,3,97.0,97.0,786.1766666666666
8741,2024-03-31,4,97.0,97.0,591.041832010582
8742,2024-03-31,5,97.0,97.0,317.3482205536624
8743,2024-03-31,6,89.0,89.0,447.2412528888889
8744,2024-03-31,7,87.0,87.0,186.43745930555556
8745,2024-03-31,8,77.0,77.0,24.108333333333334
8746,2024-03-31,9,37.54,37.54,-24.918580555555554
8747,2024-03-31,10,35.83008,35.83008,-110.65138888888889
8748,2024-03-31,11,37.54,37.54,-131.05555555555554
8749,2024-03-31,12,39.26,39.26,-26.62083875
8750,2024-03-31,13,77.0,77.0,76.05311907242063
8751,2024-03-31,14,77.0,77.0,50.10542328042328
8752,2024-03-31,15,83.0,83.0,159.78744414021165
8753,2024-03-31,16,83.0,83.0,206.3557540079365
8754,2024-03-31,17,87.5,87.5,546.334683893298
8755,2024-03-31,18,89.6821244864861,89.6821244864861,707.5947810763889
8756,2024-03-31,19,89.61,89.61,557.4783947368421
8757,2024-03-31,20,94.75242204554822,94.75242204554822,608.9142793055555
8758,2024-03-31,21,90.0,90.0,750.5436898478836
8759,2024-03-31,22,89.01975487099473,89.01975487099473,831.1310847735244
8760,2024-03-31,23,96.0,96.0,1074.2655972222221
8761,2024-03-31,24,96.0,96.0,1072.2294852956989
8762,2024-03-31,25,87.5,87.5,831.6007616487456
8763,2024-03-31,26,87.5,87.5,693.4154158251634
8764,2024-03-31,27,85.9,85.9,633.0060998319328
8765,2024-03-31,28,85.9,85.9,311.31599206349205
8766,2024-03-31,29,85.9,85.9,216.64186327380952
8767,2024-03-31,30,85.9,85.9,197.68033286435787
8768,2024-03-31,31,37.94,37.94,-144.378
8769,2024-03-31,32,37.39,37.39,-349.7013379272324
8770,2024-03-31,33,30.1,30.1,-685.7977551788952
8771,2024-03-31,34,35.17,35.17,-582.2008199665831
8772,2024-03-31,35,35.0,35.0,-458.014410597407
8773,2024-03-31,36,35.0,35.0,-316.6122827903091
8774,2024-03-31,37,35.0,35.0,-353.2370200292398
8775,2024-03-31,38,35.0,35.0,-202.91153815901762
8776,2024-03-31,39,30.1,30.1,-501.8913095238095
8777,2024-03-31,40,30.1,30.1,-809.8296347520777
8778,2024-03-31,41,30.1,30.1,-684.2457637414082
8779,2024-03-31,42,31.0,31.0,-550.5443336682629
8780,2024-03-31,43,30.11,30.11,-951.7611780774854
8781,2024-03-31,44,30.11,30.11,-672.9248286111111
8782,2024-03-31,45,30.65846664797274,30.65846664797274,-202.0573333673223
8783,2024-03-31,46,30.69,30.69,-199.73458664021163
8784,2024-04-01,1,25.05,25.05,-339.06444048280423
8785,2024-04-01,2,25.65,25.65,-230.77342580128206
8786,2024-04-01,3,23.99,23.99,-66.01366666666667
8787,2024-04-01,4,76.0,76.0,143.78316
8788,2024-04-01,5,73.38432711388889,73.38432711388889,27.68842902777778
8789,2024-04-01,6,18.17,18.17,-151.03149305555556
8790,2024-04-01,7,76.0,76.0,118.54166666666667
8791,2024-04-01,8,76.0,76.0,158.58055555555555
8792,2024-04-01,9,76.0,76.0,13.779334776936027
8793,2024-04-01,10,29.92,29.92,-34.31271909722222
8794,2024-04-01,11,36.38,36.38,-271.3036666666667
8795,2024-04-01,12,36.38,36.38,-252.93911111111112
8796,2024-04-01,13,43.82,43.82,-107.4888888888889
8797,2024-04-01,14,39.9,39.9,-327.83257575757574
8798,2024-04-01,15,45.48,45.48,-749.7339880387206
8799,2024-04-01,16,44.69,44.69,-963.5435041407867
8800,2024-04-01,17,47.63,47.63,-924.8809602971623
8801,2024-04-01,18,47.89,47.89,-908.2467784657723
8802,2024-04-01,19,54.44,54.44,-640.4409713888889
8803,2024-04-01,20,55.68,55.68,-413.925
8804,2024-04-01,21,89.0,89.0,206.79756944444443
8805,2024-04-01,22,89.0,89.0,184.67988207142858
8806,2024-04-01,23,91.01,91.01,99.97355555555555
8807,2024-04-01,24,90.0,90.0,174.02865277777778
8808,2024-04-01,25,53.05,53.05,-29.18428513888889
8809,2024-04-01,26,83.9,83.9,147.869
8810,2024-04-01,27,83.9,83.9,179.2914761904762
8811,2024-04-01,28,83.9,83.9,109.81458333333333
8812,2024-04-01,29,83.9,83.9,80.06249666666666
8813,2024-04-01,30,41.4,41.4,-30.835035138888887
8814,2024-04-01,31,83.9,83.9,152.91049940170942
8815,2024-04-01,32,83.9,83.9,162.507
8816,2024-04-01,33,83.9,83.9,40.48167646016911
8817,2024-04-01,34,30.0,30.0,-265.0188917080026
8818,2024-04-01,35,50.0,50.0,-50.73209523809524
8819,2024-04-01,36,88.56,88.56,34.72976767676768
8820,2024-04-01,37,105.0,105.0,424.4912857142857
8821,2024-04-01,38,105.0,105.0,415.72502241666666
8822,2024-04-01,39,105.0,105.0,545.2659019047619
8823,2024-04-01,40,105.0,105.0,574.2366830833333
8824,2024-04-01,41,105.0,105.0,456.10066666666665
8825,2024-04-01,42,105.0,105.0,175.87405333333334
8826,2024-04-01,43,55.55,55.55,-49.206324786324785
8827,2024-04-01,44,50.5,50.5,-117.4208021978022
8828,2024-04-01,45,100.0,100.0,10.52632817099567
8829,2024-04-01,46,75.19,75.19,127.32597402597402
8830,2024-04-01,47,96.75002133651958,96.75002133651958,199.4975645851371
8831,2024-04-01,48,92.65271289907164,92.65271289907164,177.08504586538461
8832,2024-04-02,1,85.0,85.0,97.1720764957265
8833,2024-04-02,2,36.0,36.0,-159.13785472222222
8834,2024-04-02,3,36.0,36.0,-180.5322911111111
8835,2024-04-02,4,5.0,5.0,-329.8257936507936
8836,2024-04-02,5,36.0,36.0,-210.0975748611111
8837,2024-04-02,6,42.0,42.0,-18.940038055555554
8838,2024-04-02,7,55.86,55.86,12.141666666666667
8839,2024-04-02,8,36.0,36.0,-47.85
8840,2024-04-02,9,36.0,36.0,-130.31785714285715
8841,2024-04-02,10,0.0,0.0,-288.4770833333333
8842,2024-04-02,11,23.0,23.0,-416.08501527777776
8843,2024-04-02,12,45.23,45.23,-61.14081085813492
8844,2024-04-02,13,85.0,85.0,35.577934485581814
8845,2024-04-02,14,42.06,42.06,-2.423455509359788
8846,2024-04-02,15,36.0,36.0,-164.0754068021978
8847,2024-04-02,16,51.0,51.0,-117.64462962962963
8848,2024-04-02,17,51.3,51.3,-49.651626984126985
8849,2024-04-02,18,51.3,51.3,-96.81920647563082
8850,2024-04-02,19,51.0,51.0,-264.0236378742844
8851,2024-04-02,20,42.0,42.0,-325.23751
8852,2024-04-02,21,42.01,42.01,-616.7930597842262
8853,2024-04-02,22,51.0,51.0,-846.0897536130952
8854,2024-04-02,23,46.26875,46.26875,-706.7852380952381
8855,2024-04-02,24,52.0,52.0,-673.6101118326118
8856,2024-04-02,25,52.0,52.0,-499.52006872294373
8857,2024-04-02,26,52.0,52.0,-402.73333333333335
8858,2024-04-02,27,52.0,52.0,-201.51602202991452
8859,2024-04-02,28,52.2,52.2,-105.66230783119659
8860,2024-04-02,29,84.0,84.0,16.31067948717949
8861,2024-04-02,30,86.85,86.85,188.8489183580816
8862,2024-04-02,31,86.0,86.0,188.14332260752687
8863,2024-04-02,32,88.0,88.0,129.4475295856676
8864,2024-04-02,33,92.0,92.0,181.04335679208234
8865,2024-04-02,34,89.0,89.0,242.1238712522046
8866,2024-04-02,35,92.0,92.0,263.3288888888889
8867,2024-04-02,36,92.0,92.0,425.2338461538462
8868,2024-04-02,37,92.0,92.0,341.29570346320344
8869,2024-04-02,38,92.0,92.0,442.31964285714287
8870,2024-04-02,39,104.0,104.0,618.9061573611111
8871,2024-04-02,40,97.3,97.3,468.79627976190477
8872,2024-04-02,41,96.0,96.0,301.4795833333333
8873,2024-04-02,42,89.0,89.0,44.82647435897436
8874,2024-04-02,43,87.5,87.5,241.20273235499363
8875,2024-04-02,44,85.0,85.0,195.45801256944443
8876,2024-04-02,45,52.5,52.5,-49.744166666666665
8877,2024-04-02,46,50.02,50.02,-117.12304472958414
8878,2024-04-02,47,79.5,79.5,169.52839897183037
8879,2024-04-02,48,59.83,59.83,-70.03659597222222
8880,2024-04-03,1,55.91,55.91,-67.1684602724359
8881,2024-04-03,2,57.54,57.54,134.9395127614379
8882,2024-04-03,3,59.02,59.02,269.7
8883,2024-04-03,4,77.0,77.0,54.73142558531746
8884,2024-04-03,5,85.0,85.0,176.42299713197968
8885,2024-04-03,6,55.48,55.48,55.275
8886,2024-04-03,7,85.0,85.0,249.873
8887,2024-04-03,8,85.0,85.0,180.909
8888,2024-04-03,9,59.53,59.53,161.51944444444445
8889,2024-04-03,10,48.0,48.0,-172.98117816091954
8890,2024-04-03,11,36.0,36.0,-160.63709150326798
8891,2024-04-03,12,35.0,35.0,-170.6202650595238
8892,2024-04-03,13,105.5,105.5,413.7863163359788
8893,2024-04-03,14,91.0,91.0,431.5564869273088
8894,2024-04-03,15,90.0,90.0,538.2063174712969
8895,2024-04-03,16,87.0,87.0,511.89218127672774
8896,2024-04-03,17,86.9,86.9,212.01985754689386
8897,2024-04-03,18,86.9,86.9,168.91495048976608
8898,2024-04-03,19,86.9,86.9,129.08871359444703
8899,2024-04-03,20,47.75,47.75,-212.47042347222222
8900,2024-04-03,21,51.0,51.0,-11.815861884920634
8901,2024-04-03,22,47.76,47.76,-17.134638253968255
8902,2024-04-03,23,86.0,86.0,147.82121222222221
8903,2024-04-03,24,86.9,86.9,158.5890396825397
8904,2024-04-03,25,86.9,86.9,214.55598333333333
8905,2024-04-03,26,73.6,73.6,167.88504207040037
8906,2024-04-03,27,72.0,72.0,143.21059969298247
8907,2024-04-03,28,42.0,42.0,-236.4608976984127
8908,2024-04-03,29,71.0,71.0,2.4916666666666667
8909,2024-04-03,30,73.0,73.0,260.4356481481482
8910,2024-04-03,31,71.0,71.0,169.6199074074074
8911,2024-04-03,32,72.0,72.0,104.90625
8912,2024-04-03,33,44.1,44.1,-203.70325
8913,2024-04-03,34,45.1,45.1,-235.02233766233766
8914,2024-04-03,35,44.1,44.1,-300.9036111111111
8915,2024-04-03,36,44.1,44.1,-311.8424368686869
8916,2024-04-03,37,44.1,44.1,-485.9699713293651
8917,2024-04-03,38,45.2,45.2,-176.7886038961039
8918,2024-04-03,39,87.0,87.0,230.8036136111111
8919,2024-04-03,40,91.0,91.0,566.0386286111111
8920,2024-04-03,41,85.6,85.6,577.0245251851852
8921,2024-04-03,42,84.9,84.9,403.9127761477874
8922,2024-04-03,43,79.0,79.0,70.32865517460317
8923,2024-04-03,44,37.61,37.61,-104.22224189814814
8924,2024-04-03,45,31.0,31.0,-206.07569444444445
8925,2024-04-03,46,20.0,20.0,-123.49241120532245
8926,2024-04-03,47,28.89006896551724,28.89006896551724,-613.5010018055556
8927,2024-04-03,48,36.0,36.0,-241.05633333333333
8928,2024-04-04,1,33.0,33.0,-211.8051282051282
8929,2024-04-04,2,35.26,35.26,-184.63320512820513
8930,2024-04-04,3,29.9,29.9,-175.13083333333333
8931,2024-04-04,4,68.0,68.0,118.77111527777778
8932,2024-04-04,5,37.0,37.0,-70.024326746633
8933,2024-04-04,6,36.09,36.09,-334.0673649267399
8934,2024-04-04,7,36.51,36.51,-592.9581985912698
8935,2024-04-04,8,35.95,35.95,-809.2108333333333
8936,2024-04-04,9,20.0,20.0,-883.9974995454166
8937,2024-04-04,10,20.0,20.0,-881.40833875
8938,2024-04-04,11,21.0,21.0,-852.8570275373482
8939,2024-04-04,12,45.02,45.02,-656.9550099206349
8940,2024-04-04,13,52.38,52.38,-562.7082582034632
8941,2024-04-04,14,53.14,53.14,-493.32972547963806
8942,2024-04-04,15,45.0,45.0,-93.84242416666666
8943,2024-04-04,16,80.0,80.0,39.053125
8944,2024-04-04,17,45.0,45.0,-98.383
8945,2024-04-04,18,45.0,45.0,-160.54976457955232
8946,2024-04-04,19,45.0,45.0,-418.64375
8947,2024-04-04,20,43.0,43.0,-680.8629166666667
8948,2024-04-04,21,45.0,45.0,-168.06647619047618
8949,2024-04-04,22,89.0,89.0,91.49362711440884
8950,2024-04-04,23,81.0,81.0,11.483919560011138
8951,2024-04-04,24,47.0,47.0,-64.18546379444187
8952,2024-04-04,25,0.0,0.0,-167.7542380952381
8953,2024-04-04,26,47.0,47.0,-64.8578529657477
8954,2024-04-04,27,47.05,47.05,-226.93240091308834
8955,2024-04-04,28,47.05,47.05,-97.43444260610072
8956,2024-04-04,29,47.07,47.07,-20.810318746208857
8957,2024-04-04,30,47.1,47.1,-24.63109356725146
8958,2024-04-04,31,47.12,47.12,-8.946961152882206
8959,2024-04-04,32,47.12,47.12,-54.53967498927499
8960,2024-04-04,33,84.0,84.0,7.6538688688688685
8961,2024-04-04,34,88.0,88.0,34.907583264883264
8962,2024-04-04,35,88.0,88.0,69.12831605540293
8963,2024-04-04,36,50.0,50.0,-20.351064814814816
8964,2024-04-04,37,50.0,50.0,-38.23645924369748
8965,2024-04-04,38,88.0,88.0,57.189736726923
8966,2024-04-04,39,89.0,89.0,286.97039970679015
8967,2024-04-04,40,89.0,89.0,71.9285
8968,2024-04-04,41,89.0,89.0,120.31919686461795
8969,2024-04-04,42,48.2,48.2,-117.22452970585323
8970,2024-04-04,43,50.0,50.0,-91.5762643738977
8971,2024-04-04,44,47.3,47.3,-33.96041666666667
8972,2024-04-04,45,66.5,66.5,21.900434684065935
8973,2024-04-04,46,66.5,66.5,129.52875513153108
8974,2024-04-04,47,47.0,47.0,-42.69879912698413
8975,2024-04-04,48,70.0,70.0,0.630980033068783
8976,2024-04-05,1,85.0,85.0,178.6905285338504
8977,2024-04-05,2,80.0,80.0,37.75318395803271
8978,2024-04-05,3,14.4,14.4,-131.55222785233286
8979,2024-04-05,4,16.56,16.56,-77.33505029089538
8980,2024-04-05,5,70.0,70.0,47.89423353174603
8981,2024-04-05,6,8.37,8.37,-277.8722222222222
8982,2024-04-05,7,3.14,3.14,-432.66309523809525
8983,2024-04-05,8,2.66,2.66,-520.6333333333333
8984,2024-04-05,9,3.37,3.37,-413.30833333333334
8985,2024-04-05,10,5.848206349206349,5.848206349206349,-375.66177248677246
8986,2024-04-05,11,2.6,2.6,-482.3594921031746
8987,2024-04-05,12,2.44,2.44,-477.3652295700889
8988,2024-04-05,13,3.0,3.0,-240.09308496031747
8989,2024-04-05,14,80.0,80.0,24.24025
8990,2024-04-05,15,85.0,85.0,138.5004902387847
8991,2024-04-05,16,88.12046575551555,88.12046575551555,280.3262799124124
8992,2024-04-05,17,85.0,85.0,69.68107498204552
8993,2024-04-05,18,86.9,86.9,154.1366558326229
8994,2024-04-05,19,85.0,85.0,114.80833333333334
8995,2024-04-05,20,84.0,84.0,61.017591025641025
8996,2024-04-05,21,84.0,84.0,86.6802285576923
8997,2024-04-05,22,13.01,13.01,-88.27297875315656
8998,2024-04-05,23,85.0,85.0,186.0242245726496
8999,2024-04-05,24,29.94,29.94,-15.5355
9000,2024-04-05,25,84.0,84.0,97.08333333333333
9001,2024-04-05,26,79.9,79.9,0.456765873015873
9002,2024-04-05,27,8.57,8.57,-187.73055555555555
9003,2024-04-05,28,8.57,8.57,-121.29166666666667
9004,2024-04-05,29,0.0,0.0,-96.48787694444445
9005,2024-04-05,30,63.96,63.96,33.62239625
9006,2024-04-05,31,-16.43,-16.43,-214.05154349122807
9007,2024-04-05,32,-16.43,-16.43,-231.18770784770786
9008,2024-04-05,33,4.29,4.29,-162.91041550108895
9009,2024-04-05,34,-4.18,-4.18,-290.41764136657105
9010,2024-04-05,35,15.88,15.88,-328.2512701864593
9011,2024-04-05,36,18.170133333333332,18.170133333333332,-256.44166666666666
9012,2024-04-05,37,0.0,0.0,-201.9379808922559
9013,2024-04-05,38,15.572951986904762,15.572951986904762,-134.74173792063493
9014,2024-04-05,39,10.36,10.36,-378.22789682539684
9015,2024-04-05,40,72.5,72.5,54.926875714285714
9016,2024-04-05,41,84.0,84.0,181.07520387205386
9017,2024-04-05,42,83.9,83.9,23.505892192760943
9018,2024-04-05,43,30.0,30.0,-33.015813657407406
9019,2024-04-05,44,-20.0,-20.0,-202.16012238799283
9020,2024-04-05,45,-25.11,-25.11,-279.6358839356119
9021,2024-04-05,46,-25.11,-25.11,-468.7216508487654
9022,2024-04-05,47,48.24,48.24,18.26297790564374
9023,2024-04-05,48,11.71,11.71,-56.87083333333333
9024,2024-04-06,1,12.0,12.0,-80.79018560185185
9025,2024-04-06,2,4.18,4.18,-262.6875925925926
9026,2024-04-06,3,-0.64,-0.64,-541.0194444444444
9027,2024-04-06,4,1.82,1.82,-344.30648328042327
9028,2024-04-06,5,11.71,11.71,-12.542840608465609
9029,2024-04-06,6,-3.58,-3.58,-201.38244143939394
9030,2024-04-06,7,-7.38,-7.38,-404.6124227777778
9031,2024-04-06,8,-25.11,-25.11,-364.68877705627705
9032,2024-04-06,9,-25.11,-25.11,-512.5288888888889
9033,2024-04-06,10,-30.0,-30.0,-674.4561111111111
9034,2024-04-06,11,-25.11,-25.11,-664.8621769444444
9035,2024-04-06,12,-25.11,-25.11,-665.6118283333333
9036,2024-04-06,13,-25.11,-25.11,-180.16361558489828
9037,2024-04-06,14,-25.11,-25.11,-517.3386092063425
9038,2024-04-06,15,-25.11,-25.11,-468.9432165740741
9039,2024-04-06,16,-25.11,-25.11,-278.826
9040,2024-04-06,17,0.0,0.0,51.00984388888889
9041,2024-04-06,18,80.9997118985883,80.9997118985883,214.2488563180105
9042,2024-04-06,19,91.5,91.5,297.65655555555554
9043,2024-04-06,20,91.5,91.5,234.76111111111112
9044,2024-04-06,21,91.5,91.5,485.4400463888889
9045,2024-04-06,22,91.5,91.5,373.6625025
9046,2024-04-06,23,70.0,70.0,204.3595953472222
9047,2024-04-06,24,72.0,72.0,331.05
9048,2024-04-06,25,70.0,70.0,184.1375
9049,2024-04-06,26,-16.0,-16.0,-116.52547619047618
9050,2024-04-06,27,-25.11,-25.11,-424.654037037037
9051,2024-04-06,28,-31.9,-31.9,-820.0069444444445
9052,2024-04-06,29,-32.0,-32.0,-881.5708333333333
9053,2024-04-06,30,-31.2,-31.2,-835.0549678571429
9054,2024-04-06,31,-1.66,-1.66,-58.35832169973545
9055,2024-04-06,32,-1.0,-1.0,-29.044506732456142
9056,2024-04-06,33,-0.2500990099009901,-0.2500990099009901,-70.31633179212399
9057,2024-04-06,34,60.0,60.0,131.96022156642542
9058,2024-04-06,35,16.5,16.5,-83.23473250661375
9059,2024-04-06,36,67.99,67.99,67.5013137167809
9060,2024-04-06,37,84.0,84.0,151.7725151566042
9061,2024-04-06,38,84.0,84.0,139.26788986236235
9062,2024-04-06,39,84.0,84.0,378.4156708888889
9063,2024-04-06,40,84.0,84.0,395.5947622790404
9064,2024-04-06,41,84.0,84.0,48.92323464886965
9065,2024-04-06,42,46.4,46.4,-19.082860416666666
9066,2024-04-06,43,83.9,83.9,131.5433055044663
9067,2024-04-06,44,10.7,10.7,-209.8547024244907
9068,2024-04-06,45,3.48,3.48,-402.9234432142857
9069,2024-04-06,46,4.290196078431372,4.290196078431372,-236.18821127765753
9070,2024-04-06,47,81.5,81.5,231.85810197210196
9071,2024-04-06,48,67.87777777777778,67.87777777777778,28.387777777777778
9072,2024-04-07,1,16.0,16.0,-21.573333333333334
9073,2024-04-07,2,81.5,81.5,117.70016666666666
9074,2024-04-07,3,81.00015800284405,81.00015800284405,109.5976111111111
9075,2024-04-07,4,70.0,70.0,19.404284305555557
9076,2024-04-07,5,-15.0104,-15.0104,-63.016
9077,2024-04-07,6,-20.0,-20.0,-60.851344086021506
9078,2024-04-07,7,-20.0,-20.0,-122.29369242063493
9079,2024-04-07,8,-20.0,-20.0,-110.925300141562
9080,2024-04-07,9,-20.0,-20.0,-167.97243031565657
9081,2024-04-07,10,-6.230666666666667,-6.230666666666667,-16.552161351010103
9082,2024-04-07,11,-20.0,-20.0,-37.207314814814815
9083,2024-04-07,12,-25.11,-25.11,-198.8697510185185
9084,2024-04-07,13,-25.11,-25.11,-257.638
9085,2024-04-07,14,-25.11,-25.11,-289.6715
9086,2024-04-07,15,-25.11,-25.11,-363.85503805555555
9087,2024-04-07,16,-25.11,-25.11,-440.8824238257576
9088,2024-04-07,17,-31.0,-31.0,-568.7425
9089,2024-04-07,18,-25.11,-25.11,-277.2630555555556
9090,2024-04-07,19,-25.11,-25.11,-430.36083333333335
9091,2024-04-07,20,-25.11,-25.11,-341.08365942028985
9092,2024-04-07,21,-25.11,-25.11,-581.0000964854015
9093,2024-04-07,22,-25.11,-25.11,-619.39833875
9094,2024-04-07,23,-59.95,-59.95,-657.0072916666667
9095,2024-04-07,24,-25.11,-25.11,-526.6108713888889
9096,2024-04-07,25,-25.11,-25.11,-443.5595238095238
9097,2024-04-07,26,-25.11,-25.11,-394.2916666666667
9098,2024-04-07,27,-25.11,-25.11,-528.0222220833333
9099,2024-04-07,28,-25.11,-25.11,-326.68125
9100,2024-04-07,29,-21.42,-21.42,-1.0797510822510823
9101,2024-04-07,30,-25.11,-25.11,-259.540716374269
9102,2024-04-07,31,-59.95,-59.95,-664.363029393971
9103,2024-04-07,32,-31.0,-31.0,-559.6206156043957
9104,2024-04-07,33,-25.11,-25.11,-399.39902027777777
9105,2024-04-07,34,-14.84,-14.84,-50.240831666666665
9106,2024-04-07,35,0.0,0.0,-159.21178363553113
9107,2024-04-07,36,78.9,78.9,225.1847118887609
